F452;Time-series 9 (glnK mutant in F134 medium);;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Online data;;;;;;;Offline data;;;;;;;;;;Abbreviations;;
;;;;;;;;;;;;;;;;;;;
Time;TAI;pH     ;DO;Agitation;CO2;;Sample #;TAI;CDW;RED;ACT;TBP;Glucose;Glutamate;PO4;;TAI;Time after inculation;
;[h];;[%];[rpm];[mmol/l/t];;;[h];[g/l];[spec units];[spec units];[spec units];[g/l];[g/l];[mg/l];;RED;undecylprodigiosin ;
15.03.2010 15:09:51 ;0,12;7,04;96,5;311;1,4;;1;1,0;;;;;41,6;57,1;491,7;;ACT;actinorhodin ;
15.03.2010 15:14:52 ;0,21;7,04;95,8;309;1,4;;2;17,0;0,11;;;;;;484,1;;TBP;total blue pigments;
15.03.2010 15:19:54 ;0,29;7,01;95,9;315;1,2;;3;18,0;;;;;;;;;;;
15.03.2010 15:24:59 ;0,38;7,04;96;318;1,2;;4;19,0;;;;;43,3;50,3;;;;;
15.03.2010 15:29:59 ;0,46;7,02;95,9;317;1,2;;5;20,0;0,31;;;;;;;;;;
15.03.2010 15:35:25 ;0,55;7,03;95,8;311;1,2;;6;21,0;;;;;;;472,4;;;;
15.03.2010 15:40:44 ;0,64;7,01;96;311;1,2;;7;22,0;;;;;;;;;;;
15.03.2010 15:46:03 ;0,73;7,02;95,5;305;1,2;;8;23,0;0,71;;;;;;448,4;;;;
15.03.2010 15:51:22 ;0,82;7,04;96;308;1,4;;9;24,0;;;;;;;;;;;
15.03.2010 15:56:42 ;0,91;7,03;95,7;318;1,4;;10;25,0;;;;;;;405,0;;;;
15.03.2010 16:02:02 ;0,99;7,01;95,4;306;1,4;;11;26,0;1,30;;;;;;;;;;
15.03.2010 16:07:21 ;1,08;7,04;95,7;314;1,4;;12;27,0;;;;;;;352,6;;;;
15.03.2010 16:12:40 ;1,17;7;95,4;314;1,4;;13;28,0;;;;;;;;;;;
15.03.2010 16:18:00 ;1,26;7,01;94,9;314;1,3;;14;29,0;1,99;;;;;;306,3;;;;
15.03.2010 16:23:19 ;1,35;7,02;95,4;308;1,3;;15;29,5;;;;;;;;;;;
15.03.2010 16:28:19 ;1,43;6,99;95,4;311;1,3;;16;30,0;;;;;40,9;48,0;274,9;;;;
15.03.2010 16:33:23 ;1,52;7,01;95,2;312;1,2;;17;30,5;;;;;;;;;;;
15.03.2010 16:38:25 ;1,6;7,02;95;315;1,2;;18;31,0;;;;;;;253,3;;;;
15.03.2010 16:43:32 ;1,69;7;95,3;308;1,2;;19;31,5;;;;;;;;;;;
15.03.2010 16:48:36 ;1,77;7,01;95,2;319;1,2;;20;32,0;2,81;;;;;;211,1;;;;
15.03.2010 16:53:41 ;1,86;7,01;94,8;309;1,2;;21;32,5;;;;;;;;;;;
15.03.2010 16:58:41 ;1,94;7,02;95,2;311;1,2;;22;33,0;;;;;;;184,0;;;;
15.03.2010 17:03:45 ;2,02;7,01;95,2;317;1,3;;23;33,5;;;;;;;;;;;
15.03.2010 17:09:19 ;2,12;7,01;94,6;315;1,3;;24;34,0;;;;;36,7;42,9;145,0;;;;
15.03.2010 17:14:23 ;2,2;7,01;95,1;314;1,2;;25;34,5;;;;;;;;;;;
15.03.2010 17:19:26 ;2,28;7;94,3;314;1,2;;26;35,0;3,95;;;;;;111,2;;;;
15.03.2010 17:24:59 ;2,38;6,98;94,6;309;1,2;;27;35,5;;;;;;;;;;;
15.03.2010 17:30:33 ;2,47;6,99;94,5;310;1,2;;28;36,0;;;;;;;77,0;;;;
15.03.2010 17:36:06 ;2,56;7,03;94,3;316;1,3;;29;36,5;;;;;;;;;;;
15.03.2010 17:41:07 ;2,65;7;94,5;307;1,3;;30;37,0;;;;;;;45,5;;;;
15.03.2010 17:46:29 ;2,74;7;94,3;314;1,2;;31;37,5;;;;;;;;;;;
15.03.2010 17:51:48 ;2,82;7,02;94,8;306;1,2;;32;38,0;4,81;0,04;0,13;0,10;;;9,9;;;;
15.03.2010 17:57:07 ;2,91;7,03;94,9;312;1,3;;33;38,5;;;;;;;;;;;
15.03.2010 18:02:27 ;3;7,03;94,3;312;1,3;;34;39,0;;0,05;0,12;0,13;34,7;40,1;0,1;;;;
15.03.2010 18:07:46 ;3,09;7;94,3;318;1,3;;35;40,0;;;;;;;;;;;
15.03.2010 18:13:05 ;3,18;7,01;94,4;312;1,3;;36;41,0;;0,05;0,08;0,10;;;4,1;;;;
15.03.2010 18:18:24 ;3,27;7;94,3;315;1,3;;37;42,0;;;;;;;;;;;
15.03.2010 18:23:43 ;3,36;7,01;94,2;306;1,3;;38;43,0;;0,05;0,09;0,10;;;5,4;;;;
15.03.2010 18:29:03 ;3,44;7,03;93,5;314;1,3;;39;44,0;;;;;;;;;;;
15.03.2010 18:34:22 ;3,53;7,02;94,3;315;1,3;;40;45,0;5,46;0,06;0,10;0,10;;;5,1;;;;
15.03.2010 18:39:41 ;3,62;7,02;93,9;313;1,3;;41;46,0;;;;;;;;;;;
15.03.2010 18:45:00 ;3,71;7,04;94,5;310;1,2;;42;47,0;;0,09;0,10;0,12;;;;;;;
15.03.2010 18:50:20 ;3,8;7,03;93,7;313;1,2;;43;48,0;;;;;;;;;;;
15.03.2010 18:55:39 ;3,89;7,01;94;315;1,2;;44;49,0;;0,15;0,12;0,12;;;9,9;;;;
15.03.2010 19:00:58 ;3,98;7,02;93,8;311;1,1;;45;50,0;;;;;;;;;;;
15.03.2010 19:06:17 ;4,06;7,01;93,8;314;1,1;;46;51,0;5,98;0,26;0,09;0,15;30,4;28,9;;;;;
15.03.2010 19:11:37 ;4,15;7,02;94,3;320;1,1;;47;52,0;;;;;;;;;;;
15.03.2010 19:16:56 ;4,24;7,01;93,9;309;1,1;;48;53,0;;0,55;0,15;0,23;;;9,3;;;;
15.03.2010 19:22:15 ;4,33;7;93,7;316;1,1;;49;54,0;;;;;;;;;;;
15.03.2010 19:27:34 ;4,42;7,02;93,5;318;1,1;;50;55,0;;0,47;0,16;0,37;;;;;;;
15.03.2010 19:32:54 ;4,51;7;93,3;308;1,1;;51;56,0;;;;;;;;;;;
15.03.2010 19:38:13 ;4,6;7,02;93,7;308;1,1;;52;57,0;5,18;0,48;0,18;0,56;;;;;;;
15.03.2010 19:43:32 ;4,69;7,02;93,4;313;1,1;;53;65,0;7,50;1,16;0,27;1,60;30,6;25,4;;;;;
15.03.2010 19:48:51 ;4,77;7,02;93,5;308;1,1;;53+;65,0;5,646666667;;;;;;;;;;
15.03.2010 19:54:10 ;4,86;7;93,7;314;1,1;;;;;;;;;;;;;;
15.03.2010 19:59:30 ;4,95;7,02;93,7;310;1,1;;;;;;;;;;;;;;
15.03.2010 20:04:49 ;5,04;7,01;93,5;301;1,1;;;;;;;;;;;;;;
15.03.2010 20:10:08 ;5,13;7;93,7;309;1,1;;;;;;;;;;;;;;
15.03.2010 20:15:27 ;5,22;7,01;93,1;310;1,1;;;;;;;;;;;;;;
15.03.2010 20:20:47 ;5,31;7,02;92,6;316;1,1;;;;;;;;;;;;;;
15.03.2010 20:26:06 ;5,4;7;93,7;314;1,1;;;;;;;;;;;;;;
15.03.2010 20:31:25 ;5,48;7,01;93,3;310;1,1;;;;;;;;;;;;;;
15.03.2010 20:36:44 ;5,57;7,04;93,3;312;1,1;;;;;;;;;;;;;;
15.03.2010 20:42:03 ;5,66;7,02;93,5;316;1,1;;;;;;;;;;;;;;
15.03.2010 20:47:23 ;5,75;7,01;92,9;314;1,1;;;;;;;;;;;;;;
15.03.2010 20:52:43 ;5,84;7,07;93,2;314;1,1;;;;;;;;;;;;;;
15.03.2010 20:58:02 ;5,93;6,99;93,2;313;1,1;;;;;;;;;;;;;;
15.03.2010 21:03:21 ;6,02;7,02;93,5;314;1,1;;;;;;;;;;;;;;
15.03.2010 21:08:41 ;6,1;7,03;92,5;309;1,1;;;;;;;;;;;;;;
15.03.2010 21:14:00 ;6,19;7;92,7;309;1,1;;;;;;;;;;;;;;
15.03.2010 21:19:19 ;6,28;7,02;92,9;318;1,1;;;;;;;;;;;;;;
15.03.2010 21:24:38 ;6,37;7,04;92,5;320;1,1;;;;;;;;;;;;;;
15.03.2010 21:29:57 ;6,46;7,03;93,2;314;1,1;;;;;;;;;;;;;;
15.03.2010 21:35:17 ;6,55;7;92,7;312;1,1;;;;;;;;;;;;;;
15.03.2010 21:40:36 ;6,64;7;92,6;310;1,1;;;;;;;;;;;;;;
15.03.2010 21:45:55 ;6,73;7,01;92,6;314;1,1;;;;;;;;;;;;;;
15.03.2010 21:51:14 ;6,81;7;92,7;312;1,1;;;;;;;;;;;;;;
15.03.2010 21:56:34 ;6,9;7;92;314;1,1;;;;;;;;;;;;;;
15.03.2010 22:01:53 ;6,99;6,98;92,6;317;1,1;;;;;;;;;;;;;;
15.03.2010 22:07:12 ;7,08;7,03;92,4;309;1,1;;;;;;;;;;;;;;
15.03.2010 22:12:31 ;7,17;7,04;92,4;315;1,1;;;;;;;;;;;;;;
15.03.2010 22:17:50 ;7,26;7,02;92,3;308;1,1;;;;;;;;;;;;;;
15.03.2010 22:23:10 ;7,35;6,98;92,6;315;1,1;;;;;;;;;;;;;;
15.03.2010 22:28:29 ;7,43;7,02;92;312;1,1;;;;;;;;;;;;;;
15.03.2010 22:33:48 ;7,52;7,02;92;309;1,1;;;;;;;;;;;;;;
15.03.2010 22:39:07 ;7,61;7,02;92;313;1,1;;;;;;;;;;;;;;
15.03.2010 22:44:27 ;7,7;7,02;92;309;1,1;;;;;;;;;;;;;;
15.03.2010 22:49:47 ;7,79;7,01;91,6;311;1,1;;;;;;;;;;;;;;
15.03.2010 22:55:06 ;7,88;7;91,9;309;1,1;;;;;;;;;;;;;;
15.03.2010 23:00:25 ;7,97;7,02;91,5;311;1,1;;;;;;;;;;;;;;
15.03.2010 23:05:44 ;8,06;7;91,9;305;1,1;;;;;;;;;;;;;;
15.03.2010 23:11:04 ;8,14;7,03;91,6;311;1,1;;;;;;;;;;;;;;
15.03.2010 23:16:23 ;8,23;7;91,7;314;1,1;;;;;;;;;;;;;;
15.03.2010 23:21:42 ;8,32;7,03;91,3;310;1,1;;;;;;;;;;;;;;
15.03.2010 23:27:01 ;8,41;6,98;91,4;312;1,1;;;;;;;;;;;;;;
15.03.2010 23:32:21 ;8,5;6,99;91,4;310;1,1;;;;;;;;;;;;;;
15.03.2010 23:37:40 ;8,59;7;91,8;308;1,1;;;;;;;;;;;;;;
15.03.2010 23:42:59 ;8,68;7,02;91,7;311;1,1;;;;;;;;;;;;;;
15.03.2010 23:48:18 ;8,77;6,99;90,7;310;1,1;;;;;;;;;;;;;;
15.03.2010 23:53:38 ;8,85;6,99;90,9;310;1,1;;;;;;;;;;;;;;
15.03.2010 23:58:57 ;8,94;7,02;91;306;1,1;;;;;;;;;;;;;;
16.03.2010 00:04:16 ;9,03;6,98;91;314;1,1;;;;;;;;;;;;;;
16.03.2010 00:09:35 ;9,12;6,99;91;309;1,1;;;;;;;;;;;;;;
16.03.2010 00:14:54 ;9,21;7,04;90,4;314;1,1;;;;;;;;;;;;;;
16.03.2010 00:20:14 ;9,3;7;90,8;310;1,1;;;;;;;;;;;;;;
16.03.2010 00:25:33 ;9,39;7;90,7;314;1,1;;;;;;;;;;;;;;
16.03.2010 00:30:52 ;9,47;7,01;90,5;313;1,1;;;;;;;;;;;;;;
16.03.2010 00:36:11 ;9,56;7,01;90;307;1,1;;;;;;;;;;;;;;
16.03.2010 00:41:30 ;9,65;7,01;90,4;316;1,1;;;;;;;;;;;;;;
16.03.2010 00:46:50 ;9,74;7,02;90;311;1,1;;;;;;;;;;;;;;
16.03.2010 00:52:09 ;9,83;7;90;313;1,1;;;;;;;;;;;;;;
16.03.2010 00:57:28 ;9,92;7;90,2;310;1,1;;;;;;;;;;;;;;
16.03.2010 01:02:47 ;10,01;7,01;89,7;314;1,1;;;;;;;;;;;;;;
16.03.2010 01:08:07 ;10,1;7;89,6;314;1,1;;;;;;;;;;;;;;
16.03.2010 01:13:26 ;10,18;6,99;89,5;308;1,1;;;;;;;;;;;;;;
16.03.2010 01:18:45 ;10,27;6,98;89,1;310;1,1;;;;;;;;;;;;;;
16.03.2010 01:24:04 ;10,36;7,01;89,2;313;1,1;;;;;;;;;;;;;;
16.03.2010 01:29:23 ;10,45;7,01;89,4;310;1,1;;;;;;;;;;;;;;
16.03.2010 01:34:43 ;10,54;7;88,6;309;1,1;;;;;;;;;;;;;;
16.03.2010 01:40:02 ;10,63;7,02;88,9;316;1,1;;;;;;;;;;;;;;
16.03.2010 01:45:21 ;10,72;7,01;88,5;313;1,1;;;;;;;;;;;;;;
16.03.2010 01:50:40 ;10,8;7,01;89;309;1,1;;;;;;;;;;;;;;
16.03.2010 01:56:00 ;10,89;6,99;88,2;310;1,1;;;;;;;;;;;;;;
16.03.2010 02:01:19 ;10,98;7,03;88,4;317;1,1;;;;;;;;;;;;;;
16.03.2010 02:06:38 ;11,07;6,99;88,2;313;1,1;;;;;;;;;;;;;;
16.03.2010 02:11:57 ;11,16;7,01;88,1;308;1,3;;;;;;;;;;;;;;
16.03.2010 02:17:16 ;11,25;7,01;87,9;314;1,3;;;;;;;;;;;;;;
16.03.2010 02:22:36 ;11,34;7,03;87,7;318;1,3;;;;;;;;;;;;;;
16.03.2010 02:27:55 ;11,43;6,99;88;317;1,3;;;;;;;;;;;;;;
16.03.2010 02:33:14 ;11,51;7,01;87,5;316;1,3;;;;;;;;;;;;;;
16.03.2010 02:38:33 ;11,6;7,02;86,9;310;1,3;;;;;;;;;;;;;;
16.03.2010 02:43:53 ;11,69;7,04;86,7;314;1,3;;;;;;;;;;;;;;
16.03.2010 02:49:12 ;11,78;6,99;86,7;315;1,3;;;;;;;;;;;;;;
16.03.2010 02:54:31 ;11,87;7;86,4;315;1,3;;;;;;;;;;;;;;
16.03.2010 02:59:50 ;11,96;7;86,2;316;1,3;;;;;;;;;;;;;;
16.03.2010 03:05:09 ;12,05;7,01;86,3;310;1,3;;;;;;;;;;;;;;
16.03.2010 03:10:29 ;12,13;6,96;86;310;1,4;;;;;;;;;;;;;;
16.03.2010 03:15:48 ;12,22;6,97;85,7;313;1,4;;;;;;;;;;;;;;
16.03.2010 03:21:12 ;12,31;7,02;85,1;314;1,4;;;;;;;;;;;;;;
16.03.2010 03:26:17 ;12,4;6,98;84,9;317;2,2;;;;;;;;;;;;;;
16.03.2010 03:31:19 ;12,48;7,01;84,3;313;2,2;;;;;;;;;;;;;;
16.03.2010 03:36:42 ;12,57;6,99;85;317;2,2;;;;;;;;;;;;;;
16.03.2010 03:42:02 ;12,66;6,98;84,6;308;2,4;;;;;;;;;;;;;;
16.03.2010 03:47:21 ;12,75;7;84,2;312;2,4;;;;;;;;;;;;;;
16.03.2010 03:52:40 ;12,84;7,01;83,4;313;2,4;;;;;;;;;;;;;;
16.03.2010 03:57:59 ;12,93;7;84,1;309;2,4;;;;;;;;;;;;;;
16.03.2010 04:03:19 ;13,02;6,99;83,3;308;2,4;;;;;;;;;;;;;;
16.03.2010 04:08:38 ;13,1;7;82,3;312;2,4;;;;;;;;;;;;;;
16.03.2010 04:13:57 ;13,19;7;82,8;313;2,4;;;;;;;;;;;;;;
16.03.2010 04:19:16 ;13,28;7;82,4;307;2,4;;;;;;;;;;;;;;
16.03.2010 04:24:36 ;13,37;7;82;309;2,4;;;;;;;;;;;;;;
16.03.2010 04:29:56 ;13,46;6,98;82;308;2,4;;;;;;;;;;;;;;
16.03.2010 04:35:15 ;13,55;6,99;81,2;311;2,4;;;;;;;;;;;;;;
16.03.2010 04:40:34 ;13,64;7;81,4;313;2,4;;;;;;;;;;;;;;
16.03.2010 04:45:53 ;13,73;7;80,6;311;2,4;;;;;;;;;;;;;;
16.03.2010 04:51:13 ;13,81;7;80,1;317;2,4;;;;;;;;;;;;;;
16.03.2010 04:56:32 ;13,9;6,98;80,2;312;2,4;;;;;;;;;;;;;;
16.03.2010 05:01:51 ;13,99;7,01;79,2;316;2,4;;;;;;;;;;;;;;
16.03.2010 05:07:10 ;14,08;6,99;78,9;318;2,4;;;;;;;;;;;;;;
16.03.2010 05:12:29 ;14,17;6,98;78,7;307;2,5;;;;;;;;;;;;;;
16.03.2010 05:17:49 ;14,26;6,97;78,1;310;2,5;;;;;;;;;;;;;;
16.03.2010 05:23:08 ;14,35;6,99;77,6;314;2,5;;;;;;;;;;;;;;
16.03.2010 05:28:28 ;14,43;6,99;77,5;311;2,5;;;;;;;;;;;;;;
16.03.2010 05:33:47 ;14,52;6,99;76,6;310;2,5;;;;;;;;;;;;;;
16.03.2010 05:39:07 ;14,61;7;76;331;2,5;;;;;;;;;;;;;;
16.03.2010 05:44:26 ;14,7;6,96;75,7;308;2,5;;;;;;;;;;;;;;
16.03.2010 05:49:45 ;14,79;6,99;75;309;2,5;;;;;;;;;;;;;;
16.03.2010 05:55:04 ;14,88;6,98;74,4;311;2,5;;;;;;;;;;;;;;
16.03.2010 06:00:23 ;14,97;6,95;74;309;2,6;;;;;;;;;;;;;;
16.03.2010 06:05:43 ;15,06;6,98;73,3;316;2,6;;;;;;;;;;;;;;
16.03.2010 06:11:02 ;15,14;6,98;72,4;314;2,6;;;;;;;;;;;;;;
16.03.2010 06:16:21 ;15,23;6,98;73,1;310;2,6;;;;;;;;;;;;;;
16.03.2010 06:21:40 ;15,32;6,98;71,9;317;2,6;;;;;;;;;;;;;;
16.03.2010 06:27:00 ;15,41;6,98;71,1;312;2,6;;;;;;;;;;;;;;
16.03.2010 06:32:19 ;15,5;6,95;70,5;316;2,6;;;;;;;;;;;;;;
16.03.2010 06:37:38 ;15,59;6,95;69,6;310;2,6;;;;;;;;;;;;;;
16.03.2010 06:42:57 ;15,68;6,96;69,3;313;2,8;;;;;;;;;;;;;;
16.03.2010 06:48:17 ;15,77;6,95;68,8;311;2,8;;;;;;;;;;;;;;
16.03.2010 06:53:36 ;15,85;6,98;67,6;312;2,8;;;;;;;;;;;;;;
16.03.2010 06:58:55 ;15,94;6,96;66,1;364;2,8;;;;;;;;;;;;;;
16.03.2010 07:04:14 ;16,03;6,97;66,2;316;2,8;;;;;;;;;;;;;;
16.03.2010 07:09:33 ;16,12;6,97;64,6;310;2,8;;;;;;;;;;;;;;
16.03.2010 07:14:53 ;16,21;6,97;65,2;310;2,9;;;;;;;;;;;;;;
16.03.2010 07:20:12 ;16,3;6,98;64,7;312;2,9;;;;;;;;;;;;;;
16.03.2010 07:25:31 ;16,39;6,96;64,3;310;2,9;;;;;;;;;;;;;;
16.03.2010 07:30:50 ;16,47;6,94;64,2;304;2,9;;;;;;;;;;;;;;
16.03.2010 07:36:09 ;16,56;6,96;63,3;312;2,9;;;;;;;;;;;;;;
16.03.2010 07:41:29 ;16,65;6,96;62,8;306;3,1;;;;;;;;;;;;;;
16.03.2010 07:46:48 ;16,74;6,96;61,5;309;3,1;;;;;;;;;;;;;;
16.03.2010 07:52:07 ;16,83;6,97;60,5;310;3,1;;;;;;;;;;;;;;
16.03.2010 08:07:59 ;17,09;6,95;57,7;311;3,1;;;;;;;;;;;;;;
16.03.2010 08:13:05 ;17,18;6,95;56,1;312;3,6;;;;;;;;;;;;;;
16.03.2010 08:18:07 ;17,26;6,96;53,4;306;;;;;;;;;;;;;;;
16.03.2010 08:23:12 ;17,35;6,94;51,7;315;;;;;;;;;;;;;;;
16.03.2010 08:28:15 ;17,43;6,96;51;317;;;;;;;;;;;;;;;
16.03.2010 08:33:19 ;17,52;6,96;50;314;;;;;;;;;;;;;;;
16.03.2010 08:38:23 ;17,6;6,96;49,3;337;;;;;;;;;;;;;;;
16.03.2010 08:43:27 ;17,68;6,95;51,2;319;;;;;;;;;;;;;;;
16.03.2010 08:48:30 ;17,77;6,96;50;309;3,6;;;;;;;;;;;;;;
16.03.2010 08:53:35 ;17,85;6,97;49,1;309;3,6;;;;;;;;;;;;;;
16.03.2010 08:58:37 ;17,94;6,96;50,5;331;3,7;;;;;;;;;;;;;;
16.03.2010 09:03:42 ;18,02;6,96;49,9;355;3,7;;;;;;;;;;;;;;
16.03.2010 09:08:45 ;18,11;6,97;49,7;384;3,7;;;;;;;;;;;;;;
16.03.2010 09:13:48 ;18,19;6,99;50,8;327;4,0;;;;;;;;;;;;;;
16.03.2010 09:19:22 ;18,28;6,98;50,6;366;3,8;;;;;;;;;;;;;;
16.03.2010 09:24:54 ;18,38;6,97;50,1;368;3,8;;;;;;;;;;;;;;
16.03.2010 09:30:25 ;18,47;6,96;49,8;362;4,0;;;;;;;;;;;;;;
16.03.2010 09:35:44 ;18,56;6,97;50;379;4,0;;;;;;;;;;;;;;
16.03.2010 09:41:03 ;18,64;6,96;50;384;4,2;;;;;;;;;;;;;;
16.03.2010 09:46:23 ;18,73;6,98;49,4;388;4,2;;;;;;;;;;;;;;
16.03.2010 09:51:42 ;18,82;6,97;50,2;391;4,2;;;;;;;;;;;;;;
16.03.2010 09:57:01 ;18,91;6,97;49,8;398;4,3;;;;;;;;;;;;;;
16.03.2010 10:02:20 ;19;6,97;49,7;429;4,3;;;;;;;;;;;;;;
16.03.2010 10:07:40 ;19,09;6,99;49,8;433;4,3;;;;;;;;;;;;;;
16.03.2010 10:12:59 ;19,18;6,98;50,2;435;;;;;;;;;;;;;;;
16.03.2010 10:18:18 ;19,27;6,96;49,5;441;;;;;;;;;;;;;;;
16.03.2010 10:23:37 ;19,35;6,95;49,8;443;;;;;;;;;;;;;;;
16.03.2010 10:28:56 ;19,44;6,96;50;434;;;;;;;;;;;;;;;
16.03.2010 10:34:16 ;19,53;6,99;50,1;439;;;;;;;;;;;;;;;
16.03.2010 10:39:35 ;19,62;7;49,8;445;4,8;;;;;;;;;;;;;;
16.03.2010 10:44:54 ;19,71;6,99;50,2;454;4,8;;;;;;;;;;;;;;
16.03.2010 10:50:13 ;19,8;6,99;50,5;460;4,8;;;;;;;;;;;;;;
16.03.2010 10:55:33 ;19,89;7,01;49,9;451;5,1;;;;;;;;;;;;;;
16.03.2010 11:00:52 ;19,97;7,01;49,7;458;5,1;;;;;;;;;;;;;;
16.03.2010 11:06:11 ;20,06;7,02;49,6;464;5,1;;;;;;;;;;;;;;
16.03.2010 11:11:30 ;20,15;6,98;49,6;495;;;;;;;;;;;;;;;
16.03.2010 11:16:50 ;20,24;7,03;50,4;488;;;;;;;;;;;;;;;
16.03.2010 11:22:09 ;20,33;7,01;50,3;490;;;;;;;;;;;;;;;
16.03.2010 11:27:28 ;20,42;7,05;51,2;471;;;;;;;;;;;;;;;
16.03.2010 11:32:47 ;20,51;7,04;50;484;;;;;;;;;;;;;;;
16.03.2010 11:38:07 ;20,6;7,04;50,1;486;;;;;;;;;;;;;;;
16.03.2010 11:43:26 ;20,68;7,05;50,2;490;5,8;;;;;;;;;;;;;;
16.03.2010 11:48:45 ;20,77;7,03;50;498;5,8;;;;;;;;;;;;;;
16.03.2010 11:54:04 ;20,86;7,04;50,2;499;5,9;;;;;;;;;;;;;;
16.03.2010 11:59:23 ;20,95;7,07;50,1;524;5,9;;;;;;;;;;;;;;
16.03.2010 12:04:43 ;21,04;7,05;49,8;533;5,9;;;;;;;;;;;;;;
16.03.2010 12:10:02 ;21,13;7,09;50,3;534;;;;;;;;;;;;;;;
16.03.2010 12:15:21 ;21,22;7,04;49,9;535;;;;;;;;;;;;;;;
16.03.2010 12:20:40 ;21,3;6,98;49,9;536;;;;;;;;;;;;;;;
16.03.2010 12:26:00 ;21,39;7,02;49,6;548;;;;;;;;;;;;;;;
16.03.2010 12:31:19 ;21,48;7,04;50;553;;;;;;;;;;;;;;;
16.03.2010 12:36:38 ;21,57;7,01;49,8;534;;;;;;;;;;;;;;;
16.03.2010 12:41:57 ;21,66;7,02;49,8;539;6,9;;;;;;;;;;;;;;
16.03.2010 12:47:16 ;21,75;7,01;50,3;547;6,9;;;;;;;;;;;;;;
16.03.2010 12:52:36 ;21,84;7,02;50,3;549;6,9;;;;;;;;;;;;;;
16.03.2010 12:57:55 ;21,93;7,03;50,2;548;7,4;;;;;;;;;;;;;;
16.03.2010 13:03:14 ;22,01;7;50,4;552;7,4;;;;;;;;;;;;;;
16.03.2010 13:08:33 ;22,1;7;50,2;555;7,7;;;;;;;;;;;;;;
16.03.2010 13:13:53 ;22,19;7,03;49,3;586;7,7;;;;;;;;;;;;;;
16.03.2010 13:19:12 ;22,28;7,01;50,2;576;7,7;;;;;;;;;;;;;;
16.03.2010 13:24:31 ;22,37;7,04;50,1;554;8,0;;;;;;;;;;;;;;
16.03.2010 13:29:50 ;22,46;7;49,2;567;8,0;;;;;;;;;;;;;;
16.03.2010 13:35:10 ;22,55;6,99;50;576;8,0;;;;;;;;;;;;;;
16.03.2010 13:40:29 ;22,63;7,01;49,6;584;8,3;;;;;;;;;;;;;;
16.03.2010 13:45:48 ;22,72;7,04;49,6;580;8,3;;;;;;;;;;;;;;
16.03.2010 13:51:07 ;22,81;7,02;50;584;8,3;;;;;;;;;;;;;;
16.03.2010 13:56:27 ;22,9;7;50,7;592;8,8;;;;;;;;;;;;;;
16.03.2010 14:01:46 ;22,99;7,02;49,8;612;8,8;;;;;;;;;;;;;;
16.03.2010 14:07:05 ;23,08;7,01;50,5;609;8,8;;;;;;;;;;;;;;
